Languages:5
Filename:       SRBUTWHY
Eng: "But why?"
Fre: "Mais, pourquoi ?"
Ita: "PerchÇ?"
Spa: "Pero, ®por quÇ?"
Ger: "Aber warum?"
Filename:       SCWEDEDI
Eng: "We did it to save you from giving yourself away as the true son of Tsar Peter.  If you had made such a claim you would have been imprisoned for life or even executed.  If this had happened, we knew that there would be no chance for you to one day take your rightful place as Tsar of Russia and bring an end to the war."
Fre: "Nous l'avons fait pour Çviter que vous rÇvÇliez que vous àtes le vrai fils du Tsar Pierre. Si vous l'aviez fait, vous auriez ÇtÇ emprisonnÇ Ö vie ou màme exÇcutÇ. Si cela s'Çtait produit, nous savions qu'il n'y aurait aucune chance pour que vous preniez la place de Tsar de Russie qui vous revient de droit et mettiez fin Ö cette guerre."
Ita: "L'abbiamo fatto per evitare che tu rivelassi che eri il vero figlio dello Zar Pietro. Se l'avessi fatto saresti stato imprigionato a vita o addirittura giustiziato. In tal caso, non avresti mai avuto la possibilitÖ di occupare un giorno il posto che ti spetta di diritto come Zar di Russia e porre fine alla guerra."
Spa: "Lo hicimos para evitar que usted se diese a conocer como el autÇntico hijo del zar Pedro. De haberlo hecho, le habr°an encerrado para el resto de su vida, o le habr°an ejecutado. De haber sucedido eso, no hubiera habido ninguna oportunidad de que usted volviese a ocupar el puesto que le pertenece, y pusiese fin a la guerra." 
Ger: "Damit Sie sich nicht als wahrer Sohn von Zar Peter verraten konnten. Wenn Sie Anspruch auf den Zarentitel erhoben hÑtten, wÑren Sie lebenslÑnglich eingesperrt oder gar hingerichtet worden. Wir wu·ten, da· damit jede Chance verloren ginge, Sie eines Tages als rechtmÑ·igen Zaren Ru·lands auf dem Thron zu sehen und ein Ende des Krieges herbeizufÅhren."
Filename:       S5BUTNOW
Eng: "But now that time has come, Red.  We must arrange for you to meet with Dr. Meier once again as he is the only man who can restore your memory and allow you to realise your destiny."
Fre: "Mais, le moment est venu, Red. Nous devons vous faire rencontrer le Dr. Meier une nouvelle fois, puisqu'il est le seul homme pouvant vous rendre votre mÇmoire et vous permettre de rÇaliser votre destinÇe."
Ita: "Ma ora quel momento ä arrivato, Red. Dobbiamo organizzarti un nuovo incontro con il Dottor Meier visto che lui ä il solo uomo che puï ristabilire la tua memoria e permetterti di realizzare il tuo destino." 
Spa: "Pero, por fortuna, ese momento ya ha llegado, Red. Debemos concertar una nueva cita con el Dr. Meier; Çl es el £nico hombre capaz de devolverle la memoria, para que pueda usted cumplir con su destino."
Ger: "Doch jetzt ist die Zeit reif, Red. Wir mÅssen Sie erneut mit Dr. Meier zusammenbringen, da er der Einzige ist, der Ihr GedÑchtnis wiederherstellen kann, so da· Sie Ihre Bestimmung erfÅllen kînnen."
Filename:       SRIMJUST
Eng: "I'm just not sure about any of this...it's too much to take in...the only thing I am sure about is that I must complete my mission, so if you would let me have the explosives I'll be on my way.  I'll worry about what you've both told me later."
Fre: "J'ai du mal Ö croire tout ceci... áa fait beaucoup de choses... la seule chose dont je sois sñr est que j'ai une mission Ö accomplir. Donc, si vous pouviez me laisser prendre les explosifs, je vais y aller. Je rÇflÇchirai Ö tout ce que vous m'avez racontÇ plus tard." 
Ita: "Non sono molto convinto...ä una storia troppo complessa...l'unica cosa di cui sono sicuro ä che devo completare la mia missione, quindi se mi date gli esplosivi io me ne andrei. Penserï a quello che mi avete detto pió tardi."
Spa: "Sencillamente, no estoy muy convencido... Es demasiado... De lo £nico que estoy seguro es de que debo cumplir con mi misi¢n, as° que si me dan los explosivos, me pondrÇ en camino. Ya pensarÇ m†s adelante en lo que me han dicho."
Ger: "Ich wei· nicht recht, was ich damit anfangen soll... es ist alles ein bi·chen viel... ich wei· nur, da· ich meinen Einsatz beenden mu·. Wenn Sie mir also den Sprengstoff geben kînnten, dann gehe ich jetzt. öber all das, was Sie mir gerade erzÑhlt haben, kÅmmere ich mich spÑter."
Filename:       S5OFCOUR
Eng: "Of course, Red.  You will know when you are ready to accept the truth.  Trotzky, give him the explosives...Trotzky? Trotzky!" 
Fre: "Bien sñr, Red. Vous saurez quand vous serez pràt Ö accepter la vÇritÇ. Trotzky, donnez-lui les explosifs... Trotzky ? Trotzky !"
Ita: "Certamente Red. Sta a te decidere il momento giusto per accettare la veritÖ. Trozky, dagli gli esplosivi...Trozky? Trozky!"
Spa: "Por supuesto, Red. T£ mismo sabr†s cu†ndo estar†s dispuesto a aceptar la verdad. Trotzky, dale los explosivos... ®Trotzky? ≠Trotzky≠"
Ger: "Gewi·, Red. Sie werden es spÅren, wenn Sie soweit sind, die Wahrheit anzunehmen. Trotzkij, den Sprengstoff... Trotzkij? Trotzkij!"
Filename:       SNASTHEP
Eng: "As the Priest turns to give the explosive charges to Red, Trotzky steals them and runs out of the Church.  The sound of an armoured car being started is heard..."
Fre: "Alors que le pràtre se retourne pour donner les explosifs Ö Red, Trotzky les prend et quitte l'Çglise en courant. Un vÇhicule dÇmarre... "
Ita: "Mentre il Prete si gira per dare le cariche di esplosivo a Red, Trozky le ruba e corre via dalla Chiesa. Si sente il suono di una macchina blindata che parte..."
Spa: "Cuando el cura se vuelve para entregar los explosivos a Red, Trotzky se los arrebata y sale corriendo de la iglesia. Se oye el sonido del motor de un coche blindado arrancando..."
Ger: "Als sich der Priester umdreht, um Red den Sprengstoff zu geben, stiehlt Trotzkij ihn und rennt aus der Kirche. Das GerÑusch eines startenden Panzerfahrzeugs ist zu hîren..."
Filename:       S5RETRIE
Eng: "Retrieve the explosives before he reaches the gates to the Dam!  Hurry my child, take the other car and drive as fast as you can!  Hurry!"
Fre: "RÇcupÇrez les explosifs avant qu'il atteigne le portail du barrage ! Pressez-vous mon petit. Prenez l'autre voiture et allez aussi vite que vous le pouvez ! Pressez-vous !"
Ita: "Recupera gli esplosivi prima che raggiunga i cancelli della diga! Sbrigati Figliolo, prendi l'altra macchina e guida pió veloce che puoi! Sbrigati!"
Spa: "≠Recupera los explosivos antes de que llegue a las puertas del embalse! ≠Apres£rate, hijo, coge el otro coche y conduce todo lo deprisa que puedas! ≠Corre!"
Ger: "Holen Sie den Sprengstoff zurÅck, bevor er das Tor zum Damm erreicht! Schnell, mein Sohn, nehmen Sie den anderen Wagen, und fahren Sie zu! Nur rasch!"
Filename:       SGCLOSET
Eng: "Close the gates!"
Fre: "Fermez le portail !"
Ita: "Chiudete i cancelli!"
Spa: "≠Cierra las puertas!"
Ger: "Schlie·t das Tor!"
Filename:       SRIFIDON
Eng: "If I don't make it through those gates it will all be over..."
Fre: "Si je n'arrive pas Ö passer ce portail, tout sera fini... "
Ita: "Se non riesco a passare i cancelli non ci sarÖ pió niente da fare..."
Spa: "Si no consigo atravesar esas puertas, todo habr† acabado..."
Ger: "Wenn ich nicht durch das Tor komme, ist alles aus..."
Filename:       SGDROPTH
Eng: "Drop the rocks now!"
Fre: "Faites tomber les rochers, tout de suite !"
Ita: "Buttate i massi ora!"
Spa: "≠Deja caer las piedras ahora!"
Ger: "Felsblîcke los!"
Filename:       S6PLEASE
Eng: "Please don't kill me, I'm just doing my job!"
Fre: "Je vous en prie, Çpargnez-moi. Je fais mon travail, c'est tout !"
Ita: "Per favore non uccidermi sto solo facendo il mio lavoro!"
Spa: "≠Por favor, no me mate, yo s¢lo hac°a mi trabajo!"
Ger: "Verschont mich, ich tue doch nur meine Arbeit!"
Filename:       SOSTOPHI
Eng: "Stop him!"
Fre: "Arràtez-le !"
Ita: "Fermatelo!"
Spa: ≠DetÇnganle!
Ger: "Haltet ihn auf!"
Filename:       SRTHEWAT
Eng: "Looks like the water has a strong current...if I fall I'll be sucked to the bottom for sure..."
Fre: "On dirait que le courant est vraiment fort... si je tombe, je serai aspirÇ vers le fond, c'est sñr... "
Ita: "Sembra ci sia una corrente molto forte nell'acqua...se cado sarï sicuramente risucchiato a fondo..."
Spa: "Parece que la corriente es fuerte... Si caigo al agua, la corriente me arrastrar† hasta el fondo, no hay duda..."
Ger: "Hier scheint's eine starke Strîmung zu geben... wenn ich falle, werde ich garantiert nach unten gezogen..."
Filename:       SRDAMNTH
Eng: "This is the wrong hatch - the bomb won't do its job if I place it here."
Fre: "Ce n'est pas la bonne trappe. La bombe ne servira Ö rien, si je la mets lÖ."
Ita: "Questo ä il portello sbagliato, la bomba non sarÖ efficace se la piazzo qui."
Spa: "Esta no es la compuerta correcta. Si coloco las cargas aqu°, no conseguirÇ mi objetivo."
Ger: "Das ist die falsche Klappe - die Bombe wÑre unwirksam, wenn ich sie hier legen wÅrde."
Filename:       SGTHEREI
Eng: "There, in the boat!  Shoot him!" 
Fre: "LÖ-bas, dans le bateau ! Tirez sur lui !"
Ita: "LÖ, nella barca! Sparategli!"
Spa: "≠All°, en el barco! ≠Acabad con Çl!"
Ger: "Da, im Boot! Schie·t doch!"
Filename:       S1IMGLAD
Eng: "I'm glad you made it back alive, Red!  Now hurry and follow me through the tunnel and back to safety - the wave from the dam will sweep the valley clean!"
Fre: "Je suis contente que tu en sois sorti vivant, Red ! Maintenant, vite, suis-moi dans le tunnel et nous serons en sÇcuritÇ. La vague du barrage va balayer entiärement la vallÇe !"
Ita: "Red, sono contento tu sia sano e salvo! Ora sbrigati e seguimi attraverso il tunnel per metterti in salvo, l'onda della diga inonderÖ la valle!" 
Spa: "Me alegro de que hayas conseguido salir con vida, Red. Ahora, date prisa y s°gueme a travÇs del t£nel, de vuelta a un lugar seguro. ≠La ola de la presa va a arrasar el valle!"
Ger: "Ich bin froh, da· du's heil Åberstanden hast, Red! Jetzt aber schnell, folge mir durch den Tunnel - die Welle vom Damm wird das Tal dem Erdboden gleichmachen!"
Filename:       SPANENEM
Eng: "An enemy train containing a shipment of the deadly Necro-Gas will shortly depart from the nearby production plant and travel towards the front line on the mainland.  This train must be intercepted and destroyed."
Fre: "Un train ennemi transportant une cargaison de NÇcro-gaz mortel quittera bientìt l'usine de production Ö proximitÇ et se dirigera vers le front sur le continent. Ce train doit àtre interceptÇ et dÇtruit."
Ita: "Un treno nemico contenente un carico del Gas della Morte letale partirÖ tra poco dalla vicina centrale di produzione e viaggerÖ in testa verso la terra ferma. Il treno deve essere intercettato e distrutto."
Spa: "Un tren enemigo que transporta una carga del temible necrogas, saldr† dentro de poco de la planta de producci¢n en direcci¢n de la l°nea continental del frente. Es preciso interceptar y destruir ese tren."
Ger: "Ein Zug verlÑ·t in KÅrze die nahegelegene Produktionsfabrik, um eine Ladung des tîdlichen Necro-Gas an die Front auf dem Festland zu bringen. Dieser Zug mu· abgefangen und zerstîrt werden."
Filename:       SPYOUWI2
Eng: "You will begin the mission on board H.M.S. York - your plane will be armed, fuelled and ready to go.  Lieutenant Alfonse and Lieutenant Kelly will fly as your wingmen to help you accomplish this mission."
Fre: "Vous commencerez votre mission Ö bord du H.M.S. York. Votre avion sera armÇ, ravitaillÇ et pràt Ö dÇcoller. Le Lieutenant Alfonse et le Lieutenant Kelly seront vos ailiers pour vous aider Ö accomplir cette mission."
Ita: "Inizierete la missione a bordo della H.M.S. York, il vostro aereo sarÖ pronto, armato e con il pieno di carburante. Il Tenente Alfonse e il Tenente Kelly vi faranno da copertura per aiutarvi a svolgere questa missione."
Spa: "Su misi¢n dar† comienzo a bordo del H.M.S. York. Su avi¢n estar† armado, cargado de combustible y listo para despegar. El teniente Alfonse y el teniente Kelly volar†n con usted para ayudarle a cumplir con su misi¢n."
Ger: "Sie beginnen Ihren Einsatz an Bord der H.M.S. York. Ihr Flugzeug wird bewaffnet, vollgetankt und startklar sein. Leutnant Alfonse and Leutnant Kelly werden Ihnen als FlÅgelmÑnner bei Ihrem Einsatz zur Seite stehen."
Filename:       SPDUETOT
Eng: "Due to the multiple AA-gun defences positioned around the Necro-Gas plant, your best chance of destroying the train will be to bomb the railway bridge.  This will send the train to the bottom of the sea and stop any further trains from entering or leaving the plant."
Fre: "Vu la quantitÇ de dÇfenses antiaÇriennes postÇes autour de l'usine de NÇcro-gaz, vous avez plus de chances de dÇtruire le train en faisant sauter le pont de la voie ferrÇe. Vous enverrez ainsi le train au fond de la mer et vous empàcherez les autres d'arriver ou de quitter l'usine."
Ita: "Date le molte mitragliatrici antiaeree intorno alla centrale del Gas della Morte, il miglior modo per distruggere il treno sarÖ quello di bombardare il ponte ferroviario. Questo farÖ sç che il treno finisca in fondo al mare e impedirÖ che altri treni arrivino o partano dalla centrale."
Spa: "Debido a que la planta se encuentra fuertemente protegida contra los ataques aÇreos, gracias a los m£ltiples ca§ones antiaÇreos situados en su per°metro, la opci¢n m†s f†cil para destruir el tren es bombardear el puente del ferrocarril, enviando al tren al fondo del mar e impidiendo que otros trenes entren o salgan de la planta."
Ger: "Aufgrund zahlreicher Flak-Stellungen um die Necro-Gasfabrik haben Sie die grî·ten Chancen, den Zug zu zerstîren, wenn Sie die EisenbahnbrÅcke bombardieren. Damit schicken Sie den Zug auf den Meeresgrund und verhindern, da· weitere ZÅge die Fabrik erreichen oder verlassen."
Filename:       SPWHATEV
Eng: "Whatever happens, the train must be destroyed before it enters the tunnel to the east of the production facility."
Fre: "Quoi qu'il arrive, le train doit àtre dÇtruit avant d'entrer dans le tunnel Ö l'est de l'usine de production."
Ita: "Il treno deve essere assolutamente distrutto prima che entri nel tunnel ad est delle attrezzature di produzione."
Spa: "Ocurra lo que ocurra, el tren debe ser destruido antes de que entre en el t£nel situado al este de la planta de producci¢n."
Ger: "Was auch passiert, der Zug mu· zerstîrt werden, bevor er in den Tunnel îstlich der Produktionsanlage einfÑhrt."
Filename:       SPOFCOUR
Eng: "Of course, the bridge is not unguarded - at least one AA gun battery is located at either end.  To add to the problem, several Russian battleships are patrolling the waters beneath the bridge."
Fre: "Bien sñr, le pont n'est pas laissÇ sans surveillance. Au moins une batterie antiaÇrienne se trouve Ö chaque extrÇmitÇ. De plus, plusieurs navires de guerre russes patrouillent les eaux au-dessous du pont."
Ita: "Ovviamente il ponte ä sorvegliato, c'ä almeno una batteria di mitragliatrici antiaeree alle due estremitÖ. Inoltre, parecchie navi da guerra Russe pattugliano le acque sotto il ponte."
Spa: "Naturalmente, el puente est† custodiado. Sabemos que hay por lo menos un ca§¢n antiaÇreo en cada uno de sus extremos. Adem†s, para dificultar a£n m†s las cosas, varios destructores rusos patrullan las aguas bajo el puente. 
Ger: "NatÅrlich ist die BrÅcke nicht unbewacht: An beiden Enden befindet sich mindestens eine Flak-Batterie. Um es noch schwieriger zu machen, sind mehrere russische Kampfschiffe unter der BrÅcke im Patrouilleneinsatz."
Filename:       SPTOENSU
Eng: "To ensure that the plant is completely isolated, a second bridge to the east must also be destroyed.  Once all of these tasks have been completed, return to H.M.S. York for debriefing.  Good luck!"
Fre: "Pour vous assurer que l'usine est coupÇe de l'extÇrieur, vous devez Çgalement dÇtruire un autre pont Ö l'est. Une fois toutes ces tÉches exÇcutÇes, revenez au H.M.S. York pour le rapport. Bonne chance !"
Ita: "Per assicurarsi che la centrale sia completamente isolata, anche il secondo ponte ad est deve essere distrutto. Una volta completati questi compiti, tornate a rapporto alla H.M.S. York. Buona fortuna!" 
Spa: "Para garantizar que la planta quede totalmente aislada, ser† preciso tambiÇn destruir un segundo puente, situado al este. Una vez completadas todas estas tareas, vuelva al H.M.S. York para informar. ≠Buena suerte!"
Ger: "Um sicherzustellen, da· die Fabrik komplett isoliert wird, mu· eine zweite BrÅcke weiter îstlich ebenfalls zerstîrt werden. Wenn Sie sÑmtliche Aufgaben erledigt haben, kehren Sie zur Einsatzbeurteilung auf die H.M.S. York zurÅck. Viel GlÅck!"
Filename:       SHGOODDA
Eng: "Good day gentlemen.  I will now brief you on our situation.  Ahead of us lies a new Russian Necro-Gas plant.  Thanks to agent Mortar, the exact location of the gas plant has been pinpointed.  A train is being loaded with the deadly Necro-Gas at this very moment - we must act quickly and destroy the train before it reaches enters the tunnel and reaches the mainland.  Gentlemen, your planes are fully armed and fuelled.  Good luck!"
Fre: "Bonjour, messieurs. Je vais vous rÇsumer la situation. Devant nous se trouve une nouvelle usine russe de NÇcro-gaz. GrÉce Ö l'agent Mortar, nous avons rÇussi Ö dÇcouvrir l'emplacement exact de l'usine. Un train reáoit un chargement de NÇcro-gaz mortel en ce moment màme. Nous devons agir rapidement et dÇtruire le train avant qu'il entre dans le tunnel et arrive sur le continent. Messieurs, vos avions sont armÇs et ravitaillÇs. Bonne chance !" 
Ita: "Buon giorno signori. Vi aggiornerï sulla nostra situazione. Davanti a noi si trova la nuova centrale russa del Gas della Morte. Siamo riusciti a localizzare il punto esatto della centrale del gas grazie all'agente Mortar. In questo preciso istante stanno caricando un treno con il letale Gas della Morte; dobbiamo agire immediatamente e distruggere il treno prima che entri nel tunnel e raggiunga la terra ferma. Signori, i vostri aerei sono armati e con il pieno di carburante. Buona fortuna!" 
Spa: "Buenos d°as, se§ores. Voy a informarles acerca de nuestra situaci¢n. Frente a nosotros se encuentra la nueva planta rusa de fabricaci¢n de necrogas, cuya ubicaci¢n exacta hemos podido determinar gracias al agente Mortar. En este mismo instante, se est† procediendo en la planta a cargar un tren con el gas mortal. Debemos actuar r†pidamente y destruir el tren antes de que penetre en el t£nel y llegue a tierra firme. Se§ores, sus aviones est†n esper†ndoles, armados y llenos de combustible. ≠Buena suerte!"
Ger: "Guten Morgen, Gentlemen. Unsere Situation ist folgende: Vor uns liegt eine neue russische Necro-Gasfabrik. Dank unseres Agenten Mortar ist uns die exakte Position der Fabrik bekannt. Genau in diesem Moment wird ein Zug mit dem tîdlichen Necro-Gas beladen - wir mÅssen rasch handeln und den Zug zerstîren, bevor er in den Tunnel einfÑhrt und das Festland erreicht. Gentlemen, Ihre Flugzeuge sind voll bewaffnet und aufgetankt. Viel GlÅck!"
Filename:       SMREDIVE
Eng: "Red, I've been hit, I repeat, I've been hit!  My plane's  on fire...aaaaaaaaaaaaaah! <large explosion, radio silence>" 
Fre: "Red, je suis touchÇ ! Je rÇpäte, je suis touchÇ ! Mon avion est en feu... Aaaaaaaaah ! <grosse explosion, silence radio>"
Ita: "Red, sono stato colpito, ripeto, sono stato colpito! Il mio aereo sta andando a fuoco...aaaaaaaaaaah! <forte esplosione, silenzio radio>"
Spa: "≠Red, me han alcanzado! ≠Me han alcanzado! ≠Mi avi¢n est† ardiendo! ≠Aarrghhh! <gran explosi¢n, silencio de radio>."
Ger: "Red, ich bin getroffen, wiederhole, bin getroffen! Mein Flugzeug brennt... aaaaaaaaaaaah! <gro·e Explosion, Funkstille>"
Filename:       SMTHEYGO
Eng: "<sound of plane in a dive> ...they got me Red!  I'm going down, I'm going down!......<lots of radio crackle, then silence>"
Fre: "<bruit d'un avion dans un piquÇ>... ils m'ont eu, Red ! Je tombe, je tombe !... <des tas de craquements dans la radio, puis le silence>"
Ita: <rumore di aereo che precipita>...mi hanno preso Red! Sto precipitando, sto precipitando!....<disturbi radio poi silenzio>"
Spa: "<sonido de avi¢n en barrena> ≠Me han dado, Red! ≠Voy a estrellarme! ≠Voy a estrellarme! <est†tica en la radio, luego silencio>."
Ger: "<GerÑusch eines Flugzeugs im Sturzflug> ...sie haben mich erwischt, Red! Ich stÅrze, ich stÅrze!..... <jede Menge FunklÑrm, dann Stille>"
Filename:       SHREDITS
Eng: "<radio crackle> Red, it's up to you now - destroy that train before it enters the tunnel, over."
Fre: "<craquement dans la radio> Red, Ö vous de jouer maintenant. DÇtruisez le train avant qu'il entre dans le tunnel, terminÇ."
Ita: "<disturbi radio> Red la situazione ä solo nelle tue mani, distruggi quel treno prima che entri nel tunnel, chiudo."
Spa: "<est†tica en la radio> Red, te has quedado solo. Destruye el tren antes de que entre en el t£nel. Cambio y corto."
Ger: "<FunklÑrm> Red, es liegt jetzt bei Ihnen - zerstîren Sie den Zug, bevor er den Tunnel erreicht, Ende."
Filename:       SHCOMEIN
Eng: "Come in Red, this is H.M.S. York...the Russian fleet has detected us and we need immediate assistance!  Attack and sink their ships before they get within firing range, over."
Fre: "RÇpondez Red ! Ici H.M.S. York... la flotte russe nous a repÇrÇs. Nous avons besoin d'une assistance immÇdiate ! Attaquez et coulez leurs navires avant qu'ils nous prennent en cible, terminÇ.!
Ita: "Red, rientra, questa ä la H.M.S. York...la flotta Russa ci ha intercettato, abbiamo bisogno di assistenza immediata! Attacca e affonda le loro navi prima che superino la distanza di sicurezza, chiudo."
Spa: "Llamando a Red, llamando a Red. Aqu° el H.M.S. York... La flota rusa nos ha detectado, ≠necesitamos ayuda inmediatamente! Ataca y hunde sus naves antes de que estemos a su alcance. Corto y cambio."
Ger: "Red, bitte kommen, hier spricht H.M.S. York... die russische Flotte hat uns entdeckt! Brauchen sofortige Hilfe! Attackieren und versenken Sie ihre Schiffe, bevor sie in Schu·weite kommen, Ende."
Filename:       SHMAYDAY
Eng: "Mayday!  Mayday!  We're going down!  Abandon ship!"
Fre: "Mayday ! Mayday ! Nous allons couler ! Abandonnez le navire !"
Ita: "Soccorso! Soccorso! Stiamo affondando! Abbandonare la nave!"
Spa: "≠Socorro! ≠Socorro! ≠Nos hundimos! ≠Abandonen la nave!"
Ger: "Mayday! Mayday! Wir sinken! Alle Mann von Bord!"
Filename:       SPYOUWI3
Eng: "You will make a parachute jump from a plane and land on one of the less defended islands.  Our intelligence reports indicate that there is a small harbour to the north of the island - make your way to it and somehow obtain a boat in order to reach the main neighbouring island."
Fre: "Vous ferez un saut en parachute pour arriver sur l'une des åles les moins dÇfendues. Nos rapports de renseignements indiquent qu'il y a un petit port au nord de l'åle. Allez-y et dÇbrouillez-vous pour trouver un bateau afin de vous rendre sur l'åle principale."
Ita: "Vi lancerete dall'aereo col paracadute e atterrerete in una delle isole meno sorvegliate. Le nostre unitÖ d'informazione indicano che c'ä un porticciolo a nord dell'isola, raggiungetelo e cercate di procuravi una barca per raggiungere l'isola principale vicina." 
Spa: "Saltar† en paraca°das desde un avi¢n, y aterrizar† en una de las islas menos defendidas. Los informes de nuestro servicio secreto indican que existe un peque§o puerto al norte de la isla: acuda all°, y obtenga un barco que le permita alcanzar la isla principal."
Ger: "Sie springen aus einem Flugzeug ab und landen auf einer der schwÑcher verteidigten Inseln. Unseren AufklÑrungsberichten zufolge gibt es einen kleinen Hafen im Norden der Insel. Schlagen Sie sich dorthin durch, und beschaffen Sie sich irgendwie ein Boot, um die Hauptnachbarinsel zu erreichen."
Filename:       SPONCEON
Eng: "Once on the main island, it is imperative that you find the village elder and inform him of the impending attack.  Hopefully he will attempt to evacuate the village, otherwise many lives may be lost."
Fre: "Une fois sur l'åle principale, il est impÇratif que vous trouviez l'ancien du village et l'informiez de l'attaque imminente. Il devrait normalement tenter d'Çvacuer le village pour Çviter que des vies soient sacrifiÇes inutilement."
Ita: "Una volta arrivato all'isola principale, dovete assolutamente trovare il capo del villaggio e informarlo dell'attacco imminente. Dovrebbe far evacuare il villaggio, altrimenti molte vite andranno perdute."
Spa: "Una vez que estÇ en la isla principal, debe reunirse con el anciano del pueblo, e informarle del ataque inminente. Esperemos que eso le induzca a evacuar el pueblo; en caso contrario, se perder†n muchas vidas.
Ger: "Auf der Hauptinsel angekommen mÅssen Sie unbedingt den DorfÑltesten finden und ihn Åber den bevorstehenden Angriff informieren. Er wird hoffentlich versuchen, das Dorf zu evakuieren, denn sonst wird es zahlreiche Opfer geben."
Filename:       SPTHEMAI
Eng: "The main attack on the plant will be conducted entirely from the air.   However, there are several AA gun batteries in and around the plant that you must destroy if the raids are to be successful." 
Fre: "Le gros de l'attaque contre l'usine s'effectuera par les airs. Cependant, vous devez dÇtruire les batteries antiaÇriennes se trouvant Ö proximitÇ de l'usine pour que les raids rÇussissent."
Ita: "L'attacco principale alla centrale si svolgerÖ interamente dall'alto. Comunque ci sono molte batterie di mitragliatrici antiaeree dentro e intorno alla centrale che dovrete distruggere perchÇ gli attacchi abbiano successo." 
Spa: "El ataque principal a la planta se llevar† a cabo enteramente por aire. Sin embargo, en la planta y en sus alrededores hay varias bater°as antiaÇreas que debe usted destruir para asegurar el Çxito de los bombardeos."
Ger: "Der Hauptangriff auf die Fabrik erfolgt ausschlie·lich aus der Luft. Es gibt jedoch mehrere Flak-Batterien in der und um die Fabrik, die Sie zerstîren mÅssen, wenn die Bombardierungen Erfolg haben sollen."
Filename:       SPINTHES
Eng: "In the southern area of the plant there are several more AA guns protecting two Necro-Gas factories.  These guns must also be destroyed if the attack is to be successful.  Reportedly, Dr Meier is working in one of the factories - find and rescue him before the air raids begin."
Fre: "Dans la partie sud de l'usine, plusieurs autres canons antiaÇriens protägent deux usines de NÇcro-gaz. Vous devez aussi dÇtruire ces canons pour que l'attaque soit rÇussie. Selon nos rapports, le Dr. Meier travaille dans l'une des usines. Trouvez-le et sauvez-le avant le dÇbut des raids aÇriens."
Ita: "Nella zona sud della centrale ci sono parecchie altre batterie di mitragliatrici antiaeree che proteggono due fabbriche di Gas della Morte. Anche queste mitragliatrici devono essere distrutte perchÇ l'attacco abbia successo. Secondo i rapporti, il Dottor Meier lavora in una di queste fabbriche, trovatelo e salvatelo prima che comincino gli attacchi aerei."
Spa: "Al sur de la planta hay varias bater°as antiaÇreas adicionales, que protegen dos f†bricas de necrogas. Estas bater°as deben ser destruidas tambiÇn, si queremos garantizar el Çxito de la operaci¢n. Nuestros informes indican que el Dr. Meier est† trabajando en una de esas f†bricas. EncuÇntrele y resc†tele antes de que se inicie el bombardeo."
Ger: "Im sÅdlichen Bereich der Fabrikanlage gibt es mehrere weitere Flugabwehrkanonen, die zwei Necro-Gas-Fabrikhallen schÅtzen. Sie mÅssen ebenfalls zerstîrt werden, wenn der Angriff erfolgreich sein soll. Dr. Meier soll in einer der beiden Hallen arbeiten. Finden und retten Sie ihn, bevor die Luftangriffe beginnen."
Filename:       SPONCETH
Eng: "Once the bombing commences, find some form of transport to escape from the area via the underground tunnel to the east.  The gas plant is so far behind enemy lines that we expect few ground forces, but keep your eyes peeled.  Good luck, Red!"
Fre: "Däs que les bombardements commencent, trouvez un moyen de transport pour quitter la zone par le tunnel souterrain Ö l'est. L'usine de gaz est tellement loin derriäre les lignes ennemies que peu de forces terrestres seront prÇsentes, mais ouvrez l'oil ! Bonne chance, Red !"
Ita: "Iniziato l'attacco aereo, trovate un mezzo di trasporto per abbandonare la zona attraverso il tunnel ad est. La centrale del gas ä cosç lontana dietro le linee nemiche che ci aspettiamo poche forze di terra, ma tenete gli occhi aperti. Buona fortuna Red!"
Spa: "Una vez iniciado el bombardeo, encuentre alg£n mÇtodo de transporte que le permita escapar de la zona a travÇs del t£nel subterr†neo, hacia el este. La planta de producci¢n del gas est† tan alejada de las l°neas enemigas, que podemos confiar en que no haya demasiadas fuerzas terrestres en la zona, pero mantÇngase alerta. ≠Buena suerte, Red!"
Ger: "Wenn die Bombardierung beginnt, mÅssen Sie sich ein Transportmittel suchen, um durch den unterirdischen Tunnel im Osten aus dem Gebiet zu fliehen. Die Gasfabrik liegt so weit hinter den gegnerischen Linien, da· wir kaum Bodentruppen erwarten, aber halten Sie die Augen offen! Viel GlÅck, Red!"
Filename:       S1GIVEEM
Eng: "Give 'em hell, Red!"
Fre: "Fais-leur en voir, Red !"
Ita: "Fagliela pagare Red!"
Spa: "≠Dales duro, Red!"
Ger: "Heiz ihnen ein, Red!"
Filename:       SNFORASH
Eng: "For a short moment, Red hesitates.  His thoughts are again elsewhere as he sees in his mind's eye images of his family being murdered by Popov's henchmen while the General himself watches from the shadows.  The Tsar and his family and are pleading for mercy but to no avail..."
Fre: "Red hÇsite un instant. Il est pensif. Il revoit sa famille assassinÇe par les acolytes de Popov, alors que le GÇnÇral surveille dans l'ombre. Le Tsar et sa famille supplient d'àtre ÇpargnÇs, en vain..."
Ita: "Per un istante Red esita. I suoi pensieri sono di nuovo altrove e rivede nella sua mente immagini della sua famiglia sterminata dagli scagnozzi di Popov mentre il Generale rimane a guardare. Lo Zar e la sua famiglia che implora pietÖ invano..." 
